"","feelings_life","income_family","own_rent","average_hours_worked","income_1","income_2","income_3","income_4","income_5","income_6","own","rent","idk","work_hours_1","work_hours_2","work_hours_3","work_hours_4","work_hours_5","work_hours_6"
"1989",8,"$50,000 to $74,999","Owned by you or a member of this household, even if it i...","40.1 to 50.0 hours",0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"1990",10,"$125,000 and more","Rented, even if no cash rent is paid","0.1 to 29.9 hours",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"1991",7,"$75,000 to $99,999","Rented, even if no cash rent is paid","30.0 to 40.0 hours",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"1992",10,"$50,000 to $74,999","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"1993",5,"$25,000 to $49,999","Owned by you or a member of this household, even if it i...","Don't know",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"1994",2,"$25,000 to $49,999","Owned by you or a member of this household, even if it i...","Don't know",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"1995",7,"Less than $25,000","Rented, even if no cash rent is paid","Don't know",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1996",10,"Less than $25,000","Rented, even if no cash rent is paid","Don't know",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1997",8,"$100,000 to $ 124,999","Owned by you or a member of this household, even if it i...","Don't know",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"1998",5,"$50,000 to $74,999","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"1999",9,"$75,000 to $99,999","Owned by you or a member of this household, even if it i...","Don't know",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"2000",10,"$25,000 to $49,999","Owned by you or a member of this household, even if it i...","Don't know",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"2001",7,"$25,000 to $49,999","Owned by you or a member of this household, even if it i...","40.1 to 50.0 hours",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"2002",9,"$100,000 to $ 124,999","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"2003",9,"$125,000 and more","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"2004",10,"$100,000 to $ 124,999","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"2005",8,"$100,000 to $ 124,999","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"2006",10,"$50,000 to $74,999","Owned by you or a member of this household, even if it i...","Don't know",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"2007",10,"$75,000 to $99,999","Owned by you or a member of this household, even if it i...","0.1 to 29.9 hours",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"2008",8,"$75,000 to $99,999","Rented, even if no cash rent is paid","40.1 to 50.0 hours",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
"2009",8,"$100,000 to $ 124,999","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"2010",9,"$100,000 to $ 124,999","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"2011",7,"$125,000 and more","Rented, even if no cash rent is paid","0.1 to 29.9 hours",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"2012",8,"$125,000 and more","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"2013",8,"$125,000 and more","Rented, even if no cash rent is paid","30.0 to 40.0 hours",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"2014",4,"Less than $25,000","Rented, even if no cash rent is paid","Don't know",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2015",9,"$75,000 to $99,999","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"2016",10,"$25,000 to $49,999","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"2017",10,"Less than $25,000","Rented, even if no cash rent is paid","Don't know",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2018",9,"$125,000 and more","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"2019",7,"$25,000 to $49,999","Owned by you or a member of this household, even if it i...","Don't know",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"2020",9,"$50,000 to $74,999","Rented, even if no cash rent is paid","30.0 to 40.0 hours",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"2021",8,"$25,000 to $49,999","Owned by you or a member of this household, even if it i...","Don't know",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"2022",9,"$25,000 to $49,999","Owned by you or a member of this household, even if it i...","Don't know",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"2023",5,"$125,000 and more","Rented, even if no cash rent is paid","0.1 to 29.9 hours",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"2024",5,"$25,000 to $49,999","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"2025",8,"Less than $25,000","Owned by you or a member of this household, even if it i...","Don't know",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2026",10,"$75,000 to $99,999","Owned by you or a member of this household, even if it i...","Don't know",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"2027",7,"Less than $25,000","Owned by you or a member of this household, even if it i...","Don't know",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2028",6,"$25,000 to $49,999","Owned by you or a member of this household, even if it i...","Don't know",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"2029",9,"$50,000 to $74,999","Rented, even if no cash rent is paid","30.0 to 40.0 hours",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"2030",5,"$75,000 to $99,999","Owned by you or a member of this household, even if it i...","0.1 to 29.9 hours",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"2031",10,"$100,000 to $ 124,999","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"2032",8,"$125,000 and more","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"2033",8,"$25,000 to $49,999","Rented, even if no cash rent is paid","30.0 to 40.0 hours",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"2034",5,"$125,000 and more","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"2035",7,"$50,000 to $74,999","Rented, even if no cash rent is paid","Don't know",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"2036",8,"$25,000 to $49,999","Owned by you or a member of this household, even if it i...","40.1 to 50.0 hours",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"2037",7,"$50,000 to $74,999","Owned by you or a member of this household, even if it i...","Don't know",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"2038",5,"$50,000 to $74,999","Rented, even if no cash rent is paid","30.0 to 40.0 hours",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"2039",7,"$25,000 to $49,999","Owned by you or a member of this household, even if it i...","Don't know",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"2040",10,"$125,000 and more","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"2041",9,"$125,000 and more","Owned by you or a member of this household, even if it i...","Don't know",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"2042",6,"$75,000 to $99,999","Rented, even if no cash rent is paid","Don't know",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2043",8,"$25,000 to $49,999","Rented, even if no cash rent is paid","30.0 to 40.0 hours",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"2044",9,"$125,000 and more","Owned by you or a member of this household, even if it i...","50.1 hours and more",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"2045",8,"$25,000 to $49,999","Rented, even if no cash rent is paid","Don't know",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"2046",8,"Less than $25,000","Rented, even if no cash rent is paid","Don't know",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2047",9,"$125,000 and more","Owned by you or a member of this household, even if it i...","50.1 hours and more",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"2048",8,"$25,000 to $49,999","Rented, even if no cash rent is paid","0.1 to 29.9 hours",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"2049",7,"$75,000 to $99,999","Rented, even if no cash rent is paid","Don't know",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2050",8,"$50,000 to $74,999","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"2051",8,"$25,000 to $49,999","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"2052",10,"$100,000 to $ 124,999","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"2053",7,"$75,000 to $99,999","Rented, even if no cash rent is paid","30.0 to 40.0 hours",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"2054",10,"$125,000 and more","Owned by you or a member of this household, even if it i...","Don't know",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"2055",10,"$50,000 to $74,999","Owned by you or a member of this household, even if it i...","0.1 to 29.9 hours",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"2056",10,"$125,000 and more","Owned by you or a member of this household, even if it i...","0.1 to 29.9 hours",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"2057",6,"$125,000 and more","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"2058",8,"$125,000 and more","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"2059",7,"Less than $25,000","Rented, even if no cash rent is paid","30.0 to 40.0 hours",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2060",10,"$50,000 to $74,999","Owned by you or a member of this household, even if it i...","40.1 to 50.0 hours",0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"2061",9,"Less than $25,000","Rented, even if no cash rent is paid","0.1 to 29.9 hours",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2062",10,"$75,000 to $99,999","Owned by you or a member of this household, even if it i...","Don't know",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"2063",9,"$125,000 and more","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"2064",9,"$125,000 and more","Rented, even if no cash rent is paid","30.0 to 40.0 hours",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"2065",9,"$25,000 to $49,999","Owned by you or a member of this household, even if it i...","Don't know",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"2066",7,"Less than $25,000","Owned by you or a member of this household, even if it i...","0.1 to 29.9 hours",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"2067",9,"$25,000 to $49,999","Owned by you or a member of this household, even if it i...","Don't know",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"2068",7,"$50,000 to $74,999","Rented, even if no cash rent is paid","30.0 to 40.0 hours",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"2069",10,"$125,000 and more","Owned by you or a member of this household, even if it i...","50.1 hours and more",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"2070",9,"$125,000 and more","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"2071",7,"$25,000 to $49,999","Owned by you or a member of this household, even if it i...","Don't know",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"2072",10,"$125,000 and more","Rented, even if no cash rent is paid","0.1 to 29.9 hours",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"2073",10,"$125,000 and more","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"2074",8,"$75,000 to $99,999","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"2075",10,"$25,000 to $49,999","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"2076",8,"$125,000 and more","Owned by you or a member of this household, even if it i...","0.1 to 29.9 hours",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"2077",10,"$50,000 to $74,999","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"2078",7,"Less than $25,000","Rented, even if no cash rent is paid","0.1 to 29.9 hours",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2079",9,"$75,000 to $99,999","Owned by you or a member of this household, even if it i...","Don't know",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"2080",9,"$100,000 to $ 124,999","Rented, even if no cash rent is paid","50.1 hours and more",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"2081",8,"$100,000 to $ 124,999","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"2082",10,"$50,000 to $74,999","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"2083",9,"$25,000 to $49,999","Owned by you or a member of this household, even if it i...","0.1 to 29.9 hours",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"2084",3,"$125,000 and more","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"2085",6,"Less than $25,000","Rented, even if no cash rent is paid","Don't know",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2086",7,"$25,000 to $49,999","Rented, even if no cash rent is paid","30.0 to 40.0 hours",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"2087",6,"$25,000 to $49,999","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"2088",7,"$25,000 to $49,999","Rented, even if no cash rent is paid","30.0 to 40.0 hours",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"2089",8,"$125,000 and more","Owned by you or a member of this household, even if it i...","Don't know",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"2090",6,"$25,000 to $49,999","Owned by you or a member of this household, even if it i...","Don't know",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"2091",8,"$75,000 to $99,999","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"2092",8,"$75,000 to $99,999","Owned by you or a member of this household, even if it i...","Don't know",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"2093",7,"$125,000 and more","Owned by you or a member of this household, even if it i...","0.1 to 29.9 hours",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"2094",6,"$50,000 to $74,999","Owned by you or a member of this household, even if it i...","Don't know",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"2095",6,"$50,000 to $74,999","Rented, even if no cash rent is paid","30.0 to 40.0 hours",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"2096",10,"$125,000 and more","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"2097",8,"$25,000 to $49,999","Rented, even if no cash rent is paid","30.0 to 40.0 hours",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"2098",5,"$25,000 to $49,999","Rented, even if no cash rent is paid","30.0 to 40.0 hours",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"2099",10,"$50,000 to $74,999","Owned by you or a member of this household, even if it i...","0.1 to 29.9 hours",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"2100",8,"$125,000 and more","Owned by you or a member of this household, even if it i...","40.1 to 50.0 hours",0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
"2101",7,"$25,000 to $49,999","Owned by you or a member of this household, even if it i...","Don't know",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"2102",9,"$125,000 and more","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"2103",9,"$25,000 to $49,999","Owned by you or a member of this household, even if it i...","0.1 to 29.9 hours",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"2104",10,"$125,000 and more","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"2105",8,"Less than $25,000","Rented, even if no cash rent is paid","0.1 to 29.9 hours",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2106",8,"$50,000 to $74,999","Owned by you or a member of this household, even if it i...","Don't know",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"2107",9,"$125,000 and more","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"2108",8,"$25,000 to $49,999","Owned by you or a member of this household, even if it i...","Don't know",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"2109",8,"$125,000 and more","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"2110",7,"$125,000 and more","Owned by you or a member of this household, even if it i...","0.1 to 29.9 hours",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"2111",10,"Less than $25,000","Owned by you or a member of this household, even if it i...","Don't know",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2112",10,"Less than $25,000","Rented, even if no cash rent is paid","30.0 to 40.0 hours",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2113",9,"$125,000 and more","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"2114",8,"$75,000 to $99,999","Rented, even if no cash rent is paid","40.1 to 50.0 hours",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
"2115",6,"$50,000 to $74,999","Rented, even if no cash rent is paid","30.0 to 40.0 hours",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"2116",10,"$125,000 and more","Owned by you or a member of this household, even if it i...","50.1 hours and more",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"2117",8,"$50,000 to $74,999","Rented, even if no cash rent is paid","30.0 to 40.0 hours",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"2118",7,"$50,000 to $74,999","Owned by you or a member of this household, even if it i...","Don't know",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"2119",8,"$25,000 to $49,999","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"2120",7,"$25,000 to $49,999","Rented, even if no cash rent is paid","40.1 to 50.0 hours",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"2121",10,"$125,000 and more","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"2122",10,"$125,000 and more","Rented, even if no cash rent is paid","30.0 to 40.0 hours",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"2123",6,"$125,000 and more","Rented, even if no cash rent is paid","0.1 to 29.9 hours",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"2124",10,"$50,000 to $74,999","Owned by you or a member of this household, even if it i...","Don't know",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"2125",10,"$25,000 to $49,999","Rented, even if no cash rent is paid","Don't know",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"2126",9,"$100,000 to $ 124,999","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"2127",9,"$50,000 to $74,999","Owned by you or a member of this household, even if it i...","40.1 to 50.0 hours",0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"2128",9,"$50,000 to $74,999","Rented, even if no cash rent is paid","30.0 to 40.0 hours",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"2129",10,"$100,000 to $ 124,999","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"2130",9,"Less than $25,000","Rented, even if no cash rent is paid","0.1 to 29.9 hours",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2131",10,"$125,000 and more","Owned by you or a member of this household, even if it i...","50.1 hours and more",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"2132",6,"Less than $25,000","Rented, even if no cash rent is paid","Don't know",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2133",9,"$125,000 and more","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"2134",7,"$100,000 to $ 124,999","Rented, even if no cash rent is paid","Don't know",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"2135",9,"$75,000 to $99,999","Don't know","Don't know",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"2136",7,"$25,000 to $49,999","Rented, even if no cash rent is paid","0.1 to 29.9 hours",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"2137",8,"$125,000 and more","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"2138",7,"$50,000 to $74,999","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"2139",8,"Less than $25,000","Owned by you or a member of this household, even if it i...","Don't know",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2140",10,"$75,000 to $99,999","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"2141",10,"$125,000 and more","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"2142",8,"$25,000 to $49,999","Owned by you or a member of this household, even if it i...","40.1 to 50.0 hours",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"2143",9,"$25,000 to $49,999","Owned by you or a member of this household, even if it i...","Don't know",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"2144",9,"Less than $25,000","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"2145",5,"$125,000 and more","Owned by you or a member of this household, even if it i...","Don't know",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"2146",8,"$100,000 to $ 124,999","Owned by you or a member of this household, even if it i...","Don't know",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"2147",7,"$100,000 to $ 124,999","Owned by you or a member of this household, even if it i...","0.1 to 29.9 hours",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"2148",10,"$75,000 to $99,999","Owned by you or a member of this household, even if it i...","Don't know",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"2149",10,"$75,000 to $99,999","Owned by you or a member of this household, even if it i...","Don't know",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"2150",8,"$25,000 to $49,999","Owned by you or a member of this household, even if it i...","Don't know",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"2151",7,"Less than $25,000","Rented, even if no cash rent is paid","30.0 to 40.0 hours",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2152",9,"$100,000 to $ 124,999","Owned by you or a member of this household, even if it i...","Don't know",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"2153",8,"$25,000 to $49,999","Rented, even if no cash rent is paid","Don't know",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"2154",9,"$125,000 and more","Owned by you or a member of this household, even if it i...","40.1 to 50.0 hours",0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
"2155",9,"$75,000 to $99,999","Owned by you or a member of this household, even if it i...","0.1 to 29.9 hours",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"2156",7,"Less than $25,000","Rented, even if no cash rent is paid","Don't know",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2157",8,"Less than $25,000","Owned by you or a member of this household, even if it i...","Don't know",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2158",8,"$100,000 to $ 124,999","Owned by you or a member of this household, even if it i...","Don't know",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"2159",9,"$125,000 and more","Owned by you or a member of this household, even if it i...","0.1 to 29.9 hours",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"2160",8,"$100,000 to $ 124,999","Owned by you or a member of this household, even if it i...","40.1 to 50.0 hours",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"2161",10,"$50,000 to $74,999","Rented, even if no cash rent is paid","30.0 to 40.0 hours",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"2162",10,"$100,000 to $ 124,999","Owned by you or a member of this household, even if it i...","Don't know",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"2163",7,"$50,000 to $74,999","Owned by you or a member of this household, even if it i...","40.1 to 50.0 hours",0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"2164",8,"$100,000 to $ 124,999","Rented, even if no cash rent is paid","30.0 to 40.0 hours",0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"2165",8,"$50,000 to $74,999","Owned by you or a member of this household, even if it i...","40.1 to 50.0 hours",0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"2166",8,"$50,000 to $74,999","Owned by you or a member of this household, even if it i...","0.1 to 29.9 hours",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"2167",9,"$100,000 to $ 124,999","Owned by you or a member of this household, even if it i...","40.1 to 50.0 hours",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"2168",8,"$25,000 to $49,999","Owned by you or a member of this household, even if it i...","Don't know",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"2169",6,"$50,000 to $74,999","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"2170",7,"$50,000 to $74,999","Rented, even if no cash rent is paid","30.0 to 40.0 hours",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"2171",10,"$125,000 and more","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"2172",10,"$25,000 to $49,999","Owned by you or a member of this household, even if it i...","Don't know",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"2173",9,"$125,000 and more","Owned by you or a member of this household, even if it i...","30.0 to 40.0 hours",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"2174",8,"$75,000 to $99,999","Owned by you or a member of this household, even if it i...","Don't know",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
